Unnamed: 0,text,labels,journal,auteurs,date,titre,annee,nbmots,auteurs2,decennie
23168,"Content protected by copyright, removed from the public repo","[[0, 138, 'Policy'], [139, 461, 'Policy'], [464, 602, 'Policy'], [603, 788, 'Policy'], [789, 816, 'Politics'], [817, 968, 'Policy'], [969, 990, 'Other'], [991, 1053, 'Politics'], [1054, 1211, 'Policy'], [1212, 1278, 'Other'], [1280, 1375, 'Politics'], [1376, 1429, 'Other'], [1430, 1659, 'Policy'], [1660, 2065, 'Policy'], [2066, 2134, 'Politics'], [2135, 2201, 'Other'], [2204, 2278, 'Politics'], [2279, 2325, 'Politics'], [2326, 2445, 'Politics'], [2446, 2575, 'Policy'], [2576, 2709, 'Policy'], [2710, 2856, 'Policy'], [2857, 2995, 'Policy'], [2998, 3143, 'Policy'], [3144, 3350, 'Policy'], [3351, 3551, 'Policy'], [3552, 3683, 'Policy'], [3686, 3853, 'Policy'], [3854, 3955, 'Policy'], [3956, 4006, 'Other']]", Le Monde   ,Rémy ROURE.,  samedi 23 octobre 1948 463 mots ,L'INSURRECTION,1948,463,remy roure,40
23198,"Content protected by copyright, removed from the public repo","[[0, 99, 'Politics'], [100, 173, 'Politics'], [176, 323, 'Politics'], [324, 510, 'Policy'], [511, 647, 'Politics'], [648, 753, 'Other'], [755, 879, 'Politics'], [880, 1101, 'Policy'], [1102, 1165, 'Politics'], [1166, 1202, 'Other'], [1203, 1245, 'Other'], [1246, 1291, 'Politics'], [1294, 1378, 'Politics'], [1379, 1442, 'Policy'], [1443, 1506, 'Politics'], [1507, 1607, 'Politics'], [1608, 1728, 'Politics'], [1729, 1863, 'Politics'], [1866, 2126, 'Politics'], [2127, 2197, 'Politics'], [2198, 2399, 'Politics'], [2402, 2477, 'Policy'], [2478, 2527, 'Politics'], [2528, 2785, 'Politics'], [2788, 3037, 'Politics'], [3038, 3111, 'Politics'], [3112, 3166, 'Politics'], [3167, 3305, 'Policy'], [3306, 3454, 'Politics'], [3455, 3522, 'Politics'], [3523, 3724, 'Politics']]", Le Monde   ,JACQUES FAUVET.,  mercredi 14 décembre 1949 446 mots ,MAINTIEN AU GOUVERNEMENT ? PASSAGE À L'OPPOSITION ? AUX SOCIALISTES DE CHERCHER OU LEUR SITUATION SERAIT LE MOINS DIFFICILE,1949,446,jacques fauvet,40
23229,"Content protected by copyright, removed from the public repo","[[0, 95, 'Policy'], [96, 156, 'Politics'], [157, 342, 'Politics'], [343, 514, 'Politics'], [515, 738, 'Policy'], [741, 993, 'Politics'], [995, 1103, 'Politics'], [1104, 1358, 'Politics'], [1359, 1449, 'Other'], [1450, 1552, 'Policy'], [1553, 1649, 'Policy'], [1650, 1704, 'Other'], [1705, 1839, 'Policy'], [1840, 2094, 'Policy'], [2097, 2471, 'Policy'], [2472, 2521, 'Other'], [2522, 2574, 'Other'], [2575, 2651, 'Politics'], [2652, 2722, 'Policy']]", Le Monde   ,RÉMY ROURE.,  mercredi 24 avril 1946 336 mots ,ENTRE DEUX MAUX,1946,336,remy roure,40
23248,"Content protected by copyright, removed from the public repo","[[0, 41, 'Policy'], [42, 174, 'Policy'], [175, 205, 'Other'], [206, 321, 'Politics'], [324, 411, 'Politics'], [412, 426, 'Policy'], [427, 477, 'Other'], [478, 631, 'Politics'], [632, 648, 'Other'], [649, 845, 'Politics'], [847, 939, 'Politics'], [940, 1145, 'Politics'], [1146, 1314, 'Politics'], [1315, 1339, 'Other'], [1340, 1539, 'Politics'], [1542, 1779, 'Policy'], [1780, 1968, 'Politics'], [1969, 2099, 'Politics'], [2100, 2222, 'Other'], [2225, 2358, 'Politics'], [2359, 2568, 'Policy'], [2569, 2657, 'Policy'], [2658, 2693, 'Other'], [2696, 2838, 'Politics'], [2839, 2899, 'Policy'], [2900, 3058, 'Politics'], [3059, 3245, 'Politics'], [3246, 3307, 'Policy'], [3310, 3455, 'Politics'], [3456, 3611, 'Politics'], [3612, 3769, 'Politics'], [3772, 3949, 'Policy'], [3950, 3988, 'Politics'], [3991, 4208, 'Politics'], [4209, 4218, 'Politics'], [4219, 4235, 'Politics'], [4236, 4330, 'Politics'], [4331, 4420, 'Politics'], [4421, 4575, 'Policy'], [4576, 4624, 'Politics'], [4625, 4716, 'Politics'], [4717, 4749, 'Politics']]", Le Monde   ,JACQUES FAUVET.,  jeudi 9 septembre 1948 560 mots ,M. Edouard Herriot décline la mission de constituer le prochain ministère M. VINCENT AURIOL FAIT APPEL A M. QUEUILLE,1948,560,jacques fauvet,40
23290,"Content protected by copyright, removed from the public repo","[[0, 196, 'Policy'], [197, 341, 'Policy'], [342, 381, 'Politics'], [382, 510, 'Politics'], [511, 722, 'Politics'], [723, 847, 'Policy'], [848, 1054, 'Politics'], [1055, 1188, 'Policy'], [1189, 1278, 'Policy'], [1279, 1425, 'Policy'], [1426, 1855, 'Policy'], [1857, 2113, 'Policy'], [2114, 2177, 'Politics'], [2178, 2292, 'Policy'], [2295, 2347, 'Politics'], [2348, 2492, 'Politics'], [2493, 2991, 'Policy'], [2994, 3059, 'Politics'], [3060, 3156, 'Policy'], [3157, 3385, 'Policy']]", Le Monde   ,RÉMY ROURE.,  mardi 7 mai 1946 417 mots ,La prochaine Assemblée sera de nouveau Constituante LE SENS DU REFERENDUM,1946,417,remy roure,40
23310,"Content protected by copyright, removed from the public repo","[[0, 50, 'Politics'], [51, 141, 'Politics'], [142, 184, 'Other'], [185, 332, 'Policy'], [333, 422, 'Politics'], [423, 558, 'Policy'], [561, 705, 'Policy'], [706, 799, 'Politics'], [800, 914, 'Policy'], [915, 995, 'Politics'], [996, 1037, 'Politics'], [1038, 1190, 'Policy'], [1192, 1262, 'Policy'], [1263, 1350, 'Policy'], [1351, 1426, 'Policy'], [1427, 1479, 'Politics'], [1480, 1551, 'Politics'], [1552, 1612, 'Politics'], [1613, 1681, 'Other'], [1684, 1797, 'Politics'], [1798, 1826, 'Politics'], [1827, 1914, 'Policy'], [1915, 1965, 'Policy'], [1966, 2124, 'Policy'], [2125, 2300, 'Politics'], [2301, 2416, 'Policy'], [2417, 2581, 'Policy'], [2584, 2701, 'Policy'], [2702, 2836, 'Policy'], [2837, 3108, 'Policy'], [3109, 3266, 'Policy'], [3267, 3320, 'Politics'], [3321, 3367, 'Politics'], [3368, 3424, 'Other']]", Le Monde   ,Rémy ROURE,  jeudi 30 mai 1946 401 mots ,SUR QUOI S'ENTENDRE ?,1946,401,remy roure,40
23344,"Content protected by copyright, removed from the public repo","[[0, 150, 'Policy'], [151, 192, 'Other'], [193, 233, 'Other'], [234, 350, 'Politics'], [351, 432, 'Policy'], [433, 577, 'Other'], [578, 615, 'Other'], [616, 687, 'Politics'], [690, 858, 'Policy'], [859, 1121, 'Policy'], [1122, 1183, 'Policy'], [1185, 1326, 'Politics'], [1327, 1373, 'Other'], [1374, 1603, 'Policy'], [1604, 1642, 'Other'], [1643, 1722, 'Politics'], [1723, 1780, 'Policy'], [1781, 1791, 'Other'], [1792, 1978, 'Policy'], [1979, 2133, 'Politics'], [2134, 2257, 'Politics'], [2258, 2584, 'Policy'], [2585, 2873, 'Policy'], [2874, 2956, 'Politics'], [2959, 3000, 'Other'], [3001, 3342, 'Politics'], [3343, 3470, 'Politics'], [3471, 3575, 'Politics'], [3576, 3654, 'Policy'], [3657, 3760, 'Politics'], [3761, 3779, 'Politics'], [3780, 3903, 'Politics'], [3904, 4202, 'Politics'], [4205, 4309, 'Politics'], [4310, 4340, 'Politics'], [4341, 4417, 'Politics'], [4418, 4549, 'Politics'], [4550, 4684, 'Politics'], [4685, 4701, 'Other']]", Le Monde   ,Rémy ROURE.,  vendredi 9 juillet 1948 570 mots ,IL FAUT CHOISIR,1948,570,remy roure,40
23383,"Content protected by copyright, removed from the public repo","[[0, 117, 'Policy'], [118, 353, 'Policy'], [354, 378, 'Policy'], [379, 443, 'Politics'], [444, 488, 'Politics'], [491, 604, 'Policy'], [605, 705, 'Politics'], [706, 804, 'Politics'], [805, 934, 'Politics'], [935, 969, 'Other'], [971, 1236, 'Policy'], [1237, 1431, 'Policy'], [1434, 1675, 'Policy'], [1676, 1772, 'Policy'], [1773, 1824, 'Other'], [1825, 1981, 'Politics'], [1982, 2047, 'Other']]", Le Monde   ,RÉMY ROURE.,  vendredi 23 novembre 1945 242 mots ,CABINET D'ACTION,1945,242,remy roure,40
23400,"Content protected by copyright, removed from the public repo","[[0, 168, 'Politics'], [169, 235, 'Politics'], [236, 315, 'Politics'], [318, 473, 'Policy'], [474, 651, 'Policy'], [652, 872, 'Policy'], [873, 1130, 'Politics'], [1132, 1179, 'Politics'], [1180, 1243, 'Politics'], [1244, 1287, 'Politics'], [1288, 1438, 'Policy'], [1439, 1560, 'Politics'], [1561, 1648, 'Politics'], [1649, 1735, 'Politics'], [1736, 1883, 'Politics'], [1884, 2039, 'Politics'], [2040, 2163, 'Policy'], [2166, 2232, 'Politics'], [2233, 2383, 'Policy'], [2384, 2528, 'Politics'], [2529, 2775, 'Policy'], [2776, 2880, 'Politics'], [2881, 2978, 'Policy'], [2979, 3056, 'Policy'], [3059, 3201, 'Politics'], [3204, 3321, 'Policy'], [3322, 3391, 'Policy'], [3392, 3494, 'Politics'], [3495, 3515, 'Other']]", Le Monde   ,Rémy ROURE.,  mardi 1 juin 1948 413 mots ,AU-DESSUS DE LA MÊLÉE,1948,413,remy roure,40
23429,"Content protected by copyright, removed from the public repo","[[0, 66, 'Politics'], [67, 115, 'Policy'], [116, 188, 'Policy'], [189, 450, 'Policy'], [451, 647, 'Politics'], [650, 704, 'Politics'], [705, 739, 'Politics'], [740, 826, 'Politics'], [827, 970, 'Politics'], [971, 1116, 'Politics'], [1118, 1201, 'Politics'], [1202, 1269, 'Politics'], [1270, 1405, 'Politics'], [1406, 1626, 'Politics'], [1629, 1761, 'Politics'], [1762, 1789, 'Politics'], [1790, 1807, 'Policy'], [1808, 1845, 'Other'], [1846, 1979, 'Politics'], [1980, 2017, 'Politics'], [2018, 2115, 'Politics'], [2116, 2224, 'Politics'], [2227, 2324, 'Politics'], [2325, 2449, 'Politics'], [2450, 2593, 'Politics'], [2594, 2707, 'Policy']]", Le Monde   ,JACQUES FAUVET.,  jeudi 24 mars 1949 334 mots ,DE NOMBREUX ACCORDS sont réalisés pour le second tour ENTRE CANDIDATS DE LA IIIe FORCE,1949,334,jacques fauvet,40
23455,"Content protected by copyright, removed from the public repo","[[0, 130, 'Politics'], [131, 245, 'Politics'], [246, 292, 'Other'], [295, 570, 'Politics'], [572, 668, 'Politics'], [669, 769, 'Politics'], [770, 962, 'Politics'], [963, 1112, 'Politics'], [1113, 1328, 'Politics'], [1329, 1519, 'Policy'], [1522, 1714, 'Politics'], [1715, 1842, 'Politics'], [1843, 1985, 'Politics'], [1986, 2116, 'Policy'], [2117, 2218, 'Policy'], [2219, 2220, 'Other'], [2223, 2528, 'Politics'], [2531, 2631, 'Policy'], [2632, 2902, 'Politics'], [2903, 2993, 'Policy'], [2996, 3221, 'Politics'], [3222, 3224, 'Other'], [3227, 3233, 'Other'], [3234, 3243, 'Politics'], [3246, 3304, 'Politics'], [3305, 3483, 'Politics'], [3484, 3610, 'Policy'], [3611, 3643, 'Other'], [3646, 3718, 'Politics'], [3719, 3798, 'Politics'], [3799, 3832, 'Politics'], [3833, 3845, 'Politics'], [3846, 3943, 'Politics'], [3944, 4148, 'Politics'], [4151, 4305, 'Politics'], [4306, 4471, 'Politics'], [4472, 4566, 'Politics'], [4567, 4635, 'Policy'], [4638, 4670, 'Politics'], [4671, 4683, 'Politics'], [4684, 4749, 'Politics'], [4750, 5122, 'Politics'], [5125, 5327, 'Politics'], [5328, 5433, 'Politics'], [5434, 5520, 'Policy'], [5521, 5620, 'Politics'], [5621, 5680, 'Other']]", Le Monde   ,JACQUES FAUVET.,  lundi 29 septembre 1947 664 mots ,LES NÉCESSITÉS LOCALES l'emporteront souvent sur les opinions politiques,1947,664,jacques fauvet,40
23502,"Content protected by copyright, removed from the public repo","[[0, 98, 'Policy'], [99, 152, 'Policy'], [153, 355, 'Policy'], [356, 522, 'Policy'], [525, 771, 'Policy'], [772, 1031, 'Policy'], [1033, 1100, 'Policy'], [1101, 1190, 'Politics'], [1193, 1486, 'Policy'], [1489, 1513, 'Politics'], [1516, 1598, 'Policy'], [1599, 1667, 'Other'], [1668, 1883, 'Policy'], [1884, 2084, 'Policy'], [2085, 2187, 'Policy'], [2188, 2274, 'Policy'], [2277, 2336, 'Policy'], [2337, 2384, 'Policy'], [2385, 2554, 'Policy'], [2555, 2648, 'Policy'], [2649, 2826, 'Other'], [2829, 2952, 'Politics'], [2953, 3033, 'Policy'], [3034, 3173, 'Politics'], [3174, 3385, 'Policy'], [3386, 3547, 'Politics'], [3548, 3710, 'Policy'], [3713, 3837, 'Politics'], [3838, 3846, 'Other'], [3847, 3985, 'Policy'], [3986, 4106, 'Policy'], [4107, 4243, 'Policy'], [4246, 4402, 'Policy'], [4403, 4422, 'Other'], [4423, 4513, 'Policy'], [4514, 4628, 'Policy'], [4629, 4815, 'Policy'], [4816, 5003, 'Policy'], [5004, 5103, 'Policy'], [5104, 5126, 'Other'], [5129, 5198, 'Politics'], [5199, 5287, 'Politics'], [5288, 5368, 'Policy'], [5369, 5438, 'Policy'], [5439, 5733, 'Policy'], [5734, 5742, 'Politics'], [5743, 5798, 'Politics'], [5799, 5838, 'Politics'], [5839, 5883, 'Politics'], [5886, 5930, 'Other'], [5931, 6078, 'Policy'], [6079, 6268, 'Policy'], [6269, 6365, 'Policy'], [6366, 6430, 'Policy'], [6431, 6455, 'Other'], [6456, 6508, 'Other'], [6511, 6698, 'Policy'], [6699, 6787, 'Politics'], [6790, 6888, 'Policy'], [6889, 7115, 'Policy'], [7116, 7200, 'Politics'], [7203, 7550, 'Policy'], [7551, 7763, 'Policy'], [7766, 8027, 'Policy'], [8028, 8279, 'Policy'], [8282, 8587, 'Policy'], [8590, 8892, 'Policy'], [8895, 8966, 'Policy']]", Le Monde   ,Raymond MILLET,  jeudi 10 avril 1947 1048 mots ,DEVANT LA PRESSE DE LA IVe RÉPUBLIQUE IX. - L'agence France - Presse,1947,1048,raymond millet,40
23570,"Content protected by copyright, removed from the public repo","[[0, 110, 'Policy'], [111, 240, 'Policy'], [241, 315, 'Politics'], [316, 390, 'Politics'], [391, 453, 'Other'], [456, 656, 'Policy'], [657, 839, 'Policy'], [840, 1000, 'Policy'], [1001, 1059, 'Politics'], [1060, 1112, 'Other'], [1113, 1215, 'Policy'], [1216, 1351, 'Policy'], [1353, 1457, 'Policy'], [1458, 1516, 'Other'], [1517, 1553, 'Politics'], [1554, 1601, 'Other'], [1602, 1725, 'Policy'], [1728, 1893, 'Policy'], [1896, 2041, 'Policy'], [2042, 2134, 'Policy'], [2135, 2356, 'Policy'], [2357, 2443, 'Other'], [2444, 2571, 'Policy'], [2574, 2734, 'Policy'], [2735, 2887, 'Policy'], [2888, 3079, 'Policy']]", Le Monde   ,Jacques FAUVET.,  samedi 3 avril 1948 369 mots ,UN DEVOIR DE L'ÉTAT,1948,369,jacques fauvet,40
23596,"Content protected by copyright, removed from the public repo","[[0, 84, 'Policy'], [85, 200, 'Politics'], [201, 262, 'Other'], [263, 365, 'Policy'], [368, 452, 'Policy'], [453, 516, 'Policy'], [517, 631, 'Policy'], [632, 778, 'Policy'], [779, 850, 'Other'], [851, 860, 'Politics'], [861, 883, 'Other'], [885, 1038, 'Policy'], [1039, 1131, 'Policy'], [1132, 1174, 'Other'], [1177, 1326, 'Politics'], [1327, 1372, 'Policy'], [1373, 1448, 'Politics'], [1449, 1595, 'Politics'], [1596, 1666, 'Policy'], [1667, 1721, 'Politics'], [1722, 1767, 'Politics'], [1770, 1807, 'Policy'], [1808, 1893, 'Policy'], [1894, 2041, 'Policy'], [2042, 2072, 'Policy'], [2073, 2131, 'Politics'], [2134, 2165, 'Politics'], [2166, 2186, 'Other'], [2187, 2263, 'Policy'], [2264, 2392, 'Politics'], [2393, 2545, 'Policy'], [2546, 2574, 'Other'], [2577, 2650, 'Policy'], [2651, 2744, 'Policy'], [2745, 2803, 'Politics'], [2804, 3237, 'Policy'], [3240, 3355, 'Policy'], [3356, 3438, 'Other'], [3439, 3598, 'Policy'], [3599, 3670, 'Politics'], [3673, 3841, 'Policy'], [3842, 3903, 'Politics'], [3906, 3948, 'Other'], [3951, 3989, 'Politics'], [3992, 4103, 'Policy']]", Le Monde   ,"JACQUES FAUVET,",  samedi 20 juillet 1946 499 mots ,Une épreuve du tripartisme,1946,499,"jacques fauvet,",40
23641,"Content protected by copyright, removed from the public repo","[[0, 126, 'Politics'], [127, 285, 'Politics'], [288, 412, 'Politics'], [413, 496, 'Politics'], [497, 648, 'Other'], [650, 675, 'Other'], [676, 725, 'Other'], [726, 761, 'Policy'], [762, 846, 'Other'], [847, 894, 'Other'], [897, 1040, 'Politics'], [1041, 1242, 'Politics'], [1243, 1388, 'Politics'], [1391, 1572, 'Politics'], [1573, 1762, 'Politics'], [1765, 1774, 'Politics'], [1775, 1795, 'Other'], [1796, 1881, 'Politics'], [1882, 2118, 'Politics'], [2119, 2290, 'Politics'], [2291, 2358, 'Politics'], [2359, 2409, 'Politics'], [2410, 2593, 'Politics'], [2596, 2618, 'Other'], [2619, 2692, 'Politics'], [2693, 2740, 'Other'], [2741, 2786, 'Politics'], [2787, 2845, 'Other'], [2848, 2867, 'Other'], [2868, 2906, 'Politics'], [2907, 2932, 'Politics'], [2933, 2959, 'Politics'], [2960, 2974, 'Other'], [2975, 2991, 'Other'], [2992, 3080, 'Politics'], [3083, 3319, 'Politics'], [3322, 3422, 'Politics'], [3425, 3621, 'Politics']]", Le Monde   ,JACQUES FAUVET,  vendredi 15 novembre 1946 442 mots ,LE PARTI COMMUNISTE REVENDIQUE la présidence du gouvernement et fera des propositions dans ce sens au conseil national du parti socialiste,1946,442,jacques fauvet,40
23679,"Content protected by copyright, removed from the public repo","[[0, 78, 'Policy'], [79, 215, 'Policy'], [216, 394, 'Policy'], [395, 546, 'Policy'], [547, 686, 'Policy'], [687, 826, 'Policy'], [827, 863, 'Policy'], [865, 893, 'Politics'], [894, 951, 'Policy'], [952, 1255, 'Policy'], [1256, 1444, 'Politics'], [1445, 1617, 'Politics'], [1620, 1681, 'Other'], [1682, 1708, 'Policy'], [1709, 1775, 'Politics'], [1776, 1871, 'Politics'], [1872, 2047, 'Policy'], [2050, 2140, 'Politics'], [2141, 2243, 'Politics'], [2244, 2303, 'Other'], [2306, 2464, 'Policy'], [2465, 2596, 'Politics'], [2599, 2693, 'Policy'], [2694, 2789, 'Policy'], [2792, 2853, 'Other'], [2854, 2991, 'Policy'], [2992, 3230, 'Policy'], [3231, 3469, 'Policy'], [3470, 3555, 'Policy'], [3558, 3732, 'Policy'], [3733, 3807, 'Other'], [3810, 3926, 'Policy'], [3927, 4007, 'Policy'], [4008, 4125, 'Policy'], [4126, 4166, 'Policy'], [4167, 4235, 'Policy'], [4238, 4305, 'Politics'], [4306, 4334, 'Other'], [4335, 4409, 'Politics'], [4410, 4467, 'Other'], [4468, 4509, 'Politics'], [4510, 4598, 'Policy'], [4601, 4727, 'Policy'], [4728, 4775, 'Politics'], [4776, 4789, 'Politics'], [4790, 5156, 'Policy'], [5157, 5210, 'Politics'], [5213, 5581, 'Policy']]", Le Monde   ,JACQUES FAUVET.,  jeudi 10 juin 1948 741 mots ,M. Georges Bidault estime que l'envoi aux Anglo-Saxons d'une note sur l'Allemagne n'est pas nécessaire,1948,741,jacques fauvet,40
23727,"Content protected by copyright, removed from the public repo","[[0, 142, 'Policy'], [143, 302, 'Policy'], [303, 557, 'Policy'], [560, 692, 'Policy'], [693, 910, 'Policy'], [911, 999, 'Other'], [1000, 1053, 'Other'], [1054, 1127, 'Policy'], [1128, 1233, 'Policy'], [1234, 1277, 'Other'], [1279, 1553, 'Policy'], [1554, 1715, 'Policy'], [1716, 1780, 'Policy'], [1781, 1992, 'Other'], [1993, 2049, 'Politics'], [2050, 2251, 'Other'], [2252, 2294, 'Other'], [2297, 2651, 'Policy'], [2652, 2729, 'Policy'], [2730, 2815, 'Policy']]", Le Monde   ,RÉMY ROURE.,  mercredi 1 août 1945 323 mots ,LA RANÇON,1945,323,remy roure,40
23747,"Content protected by copyright, removed from the public repo","[[0, 74, 'Policy'], [75, 174, 'Politics'], [175, 357, 'Other'], [358, 455, 'Politics'], [456, 633, 'Politics'], [634, 753, 'Politics'], [756, 963, 'Policy'], [964, 1189, 'Policy'], [1190, 1403, 'Policy'], [1405, 1487, 'Politics'], [1488, 1546, 'Politics'], [1547, 1757, 'Politics'], [1758, 1804, 'Other'], [1807, 1863, 'Politics'], [1864, 1908, 'Politics'], [1909, 1927, 'Other'], [1928, 2027, 'Politics'], [2028, 2103, 'Politics'], [2104, 2173, 'Politics'], [2174, 2249, 'Politics'], [2250, 2427, 'Policy'], [2428, 2518, 'Politics'], [2519, 2765, 'Politics'], [2766, 2990, 'Policy'], [2993, 3098, 'Politics'], [3099, 3155, 'Other'], [3156, 3255, 'Policy'], [3256, 3365, 'Policy'], [3366, 3439, 'Policy'], [3440, 3544, 'Politics'], [3545, 3642, 'Politics'], [3643, 3762, 'Politics'], [3765, 4018, 'Politics'], [4021, 4191, 'Politics']]", Le Monde   ,JACQUES FAUVET.,  mardi 24 septembre 1946 498 mots ,"MM. Francisque Gay et Jacques Duclos ont, chacun à sa manière, "" répondu "" au général de Gaulle",1946,498,jacques fauvet,40
23781,"Content protected by copyright, removed from the public repo","[[0, 110, 'Policy'], [113, 231, 'Politics'], [232, 544, 'Policy'], [547, 585, 'Politics'], [586, 668, 'Policy'], [669, 772, 'Policy'], [773, 1029, 'Policy'], [1030, 1362, 'Policy'], [1364, 1498, 'Politics'], [1499, 1668, 'Policy'], [1669, 1781, 'Policy'], [1782, 1890, 'Politics'], [1891, 2104, 'Policy'], [2107, 2281, 'Politics'], [2282, 2562, 'Policy'], [2563, 2651, 'Policy'], [2652, 2785, 'Policy'], [2788, 2883, 'Politics'], [2886, 2909, 'Other'], [2910, 3083, 'Policy'], [3084, 3111, 'Other'], [3112, 3296, 'Policy'], [3297, 3346, 'Politics'], [3347, 3541, 'Policy'], [3542, 3571, 'Other'], [3572, 3629, 'Other'], [3630, 3738, 'Policy'], [3739, 3780, 'Other'], [3781, 4029, 'Policy'], [4030, 4191, 'Policy'], [4192, 4318, 'Policy']]", Le Monde   ,RÉMY ROURE.,  lundi 22 avril 1946 507 mots ,DEVANT LE PAYS,1946,507,remy roure,40
23812,"Content protected by copyright, removed from the public repo","[[0, 107, 'Policy'], [108, 185, 'Policy'], [186, 265, 'Other'], [267, 384, 'Policy'], [385, 428, 'Politics'], [429, 509, 'Policy'], [510, 633, 'Policy'], [634, 735, 'Policy'], [736, 934, 'Policy'], [937, 1013, 'Politics'], [1014, 1072, 'Politics'], [1073, 1125, 'Policy'], [1126, 1334, 'Policy'], [1337, 1514, 'Policy'], [1517, 1563, 'Policy'], [1564, 1586, 'Politics'], [1587, 1848, 'Policy'], [1849, 1915, 'Politics'], [1916, 2057, 'Policy'], [2058, 2178, 'Policy'], [2181, 2320, 'Policy'], [2321, 2450, 'Policy'], [2451, 2724, 'Policy'], [2725, 2851, 'Politics'], [2852, 3149, 'Politics']]", Le Monde   ,JACQUES FAUVET.,  vendredi 2 décembre 1949 459 mots ,"DEUX PROJETS "" EN PANNE "" DEVANT LES ASSEMBLÉES : BUDGET ET CONVENTIONS COLLECTIVES",1949,459,jacques fauvet,40
23837,"Content protected by copyright, removed from the public repo","[[0, 99, 'Policy'], [100, 190, 'Politics'], [191, 485, 'Policy'], [486, 542, 'Policy'], [543, 698, 'Policy'], [699, 777, 'Other'], [778, 883, 'Policy'], [884, 1004, 'Politics'], [1005, 1102, 'Policy'], [1104, 1173, 'Politics'], [1174, 1262, 'Politics'], [1263, 1630, 'Policy'], [1631, 1978, 'Policy'], [1979, 2198, 'Policy'], [2199, 2569, 'Policy'], [2570, 2708, 'Policy'], [2709, 2742, 'Other'], [2743, 2970, 'Policy'], [2971, 3199, 'Policy'], [3200, 3523, 'Politics'], [3526, 3578, 'Other'], [3579, 3716, 'Policy'], [3717, 4056, 'Policy'], [4057, 4379, 'Policy'], [4380, 4466, 'Policy'], [4469, 4512, 'Other'], [4513, 4563, 'Other'], [4564, 4670, 'Politics'], [4671, 4782, 'Policy'], [4785, 4809, 'Other'], [4810, 4863, 'Politics'], [4864, 4914, 'Other'], [4915, 5056, 'Policy']]", Le Monde   ,RÉMY ROURE.,  lundi 11 août 1947 608 mots ,LE PRÉSENT ET L'AVENIR,1947,608,remy roure,40
23870,"Content protected by copyright, removed from the public repo","[[0, 112, 'Politics'], [113, 244, 'Politics'], [245, 290, 'Policy'], [291, 394, 'Policy'], [397, 445, 'Policy'], [446, 469, 'Policy'], [470, 589, 'Policy'], [590, 657, 'Politics'], [658, 761, 'Politics'], [762, 842, 'Policy'], [843, 884, 'Policy'], [886, 981, 'Policy'], [982, 1047, 'Policy'], [1048, 1101, 'Other'], [1102, 1264, 'Policy'], [1265, 1316, 'Other'], [1317, 1394, 'Policy'], [1395, 1713, 'Policy'], [1714, 1769, 'Other'], [1772, 1833, 'Policy'], [1834, 1961, 'Policy'], [1962, 2134, 'Policy'], [2137, 2196, 'Policy'], [2197, 2254, 'Policy'], [2255, 2333, 'Politics'], [2334, 2438, 'Policy'], [2439, 2485, 'Other'], [2486, 2525, 'Other'], [2526, 2674, 'Policy']]", Le Monde   ,RÉMY ROURE.,  jeudi 14 février 1946 307 mots ,LE CHOC PSYCHOLOGIQUE,1946,307,remy roure,40
23899,"Content protected by copyright, removed from the public repo","[[0, 106, 'Policy'], [107, 196, 'Politics'], [197, 260, 'Policy'], [261, 310, 'Politics'], [311, 491, 'Policy'], [492, 606, 'Policy'], [609, 682, 'Politics'], [683, 804, 'Policy'], [805, 832, 'Politics'], [833, 1165, 'Policy'], [1167, 1255, 'Politics'], [1256, 1396, 'Policy'], [1397, 1468, 'Politics'], [1471, 1610, 'Policy'], [1611, 1645, 'Other'], [1646, 1818, 'Policy'], [1819, 1871, 'Politics'], [1872, 1919, 'Policy'], [1920, 2012, 'Other'], [2015, 2278, 'Politics'], [2279, 2471, 'Policy'], [2474, 2550, 'Politics'], [2551, 2643, 'Policy'], [2644, 2761, 'Politics'], [2762, 2818, 'Policy'], [2819, 3040, 'Policy'], [3041, 3106, 'Politics'], [3109, 3175, 'Policy'], [3176, 3378, 'Policy'], [3379, 3535, 'Policy'], [3536, 3684, 'Policy']]", Le Monde   ,JACQUES FAUVET.,  samedi 18 septembre 1948 434 mots ,Le M.R.P. et la S.F.I.O. demandent que le gouvernement obtienne avant le vote une baisse de la viande,1948,434,jacques fauvet,40
