id,text,meta,annotation_approver,labels
77437,"Avec l'objectif de réhabiliter ce thème aux yeux des électeurs.« Il faut récréer du lien entre les Français et l'Europe, car la dernière fois qu'on les a interrogés sur ce thème, c'était en 2005 avec le référendum », souligne le député LRM du Benelux, Pieyre-Alexandre Anglade.Un défi ardu dans un contexte de repli nationaliste et de montée des populismes sur le continent, symbolisés par le Brexit ou par les résultats des élections en Allemagne et en Italie.Un phénomène auquel n'échappe pas la France, où une grande part de l'opinion se montre critique vis-à-vis de l'Union européenne (UE).",{},,[]
77450,"Cela obligerait aussi le gouvernement à faire des choix et à être raisonnable en matière d'ordre du jour.Concernant votre présidence, l'opposition vous reproche d'alimenter l'antiparlementarisme, notamment avec vos mesures contre l'absentéisme des députés...Je n'ai pas été élu président de l'Assemblée pour être assis au perchoir et gérer le fonctionnement de l'institution telle qu'elle est.J'ai été élu pour présider l'Assemblée, mais aussi pour la transformer, afin qu'elle soit plus efficace et plus respectée.",{},,[]
77438,"« Dans le brouillard » De quoi leur permettre de déterminer si la trajectoire budgétaire établie par le gouvernement est réaliste, avant d'en débattre en commission et dans l'Hémicycle.L'idée est aussi d'expertiser les textes présentés par le gouvernement et de chiffrer le coût des mesures fiscales proposées par les députés par l'intermédiaire d'amendements.Cette réflexion, a priori technique, renvoie aux débats très concrets ayant émaillé le premier marathon budgétaire d'En marche!, d'octobre à décembre 2017.Lors de ce baptême du feu, le groupe majoritaire avait été confronté aux critiques récurrentes de l'opposition, notamment sur la suppression de l'ISF et la baisse de la fiscalité du capital (« flat tax »).",{},,[]
77439,"Qu'est-ce qu'ils craignent?», a-t-il relevé vendredi, en jugeant que « le bras de fer de Macron, Cas­taner et Benalla avec le Sénat est du jamais-vu .Une référence à l'appel téléphonique qu'aurait passé Emmanuel Macron lui-même à Gérard Larcher, mardi 11 septembre, pour demander au président du Sénat de garantir les équilibres institutionnels, estimant en substance que la commission d'enquête s'en éloignait.Cet appel, révélé par L'Obs et attesté par l'entourage de M. Larcher, n'a suscité aucun commentaire de l'Elysée.",{},,"[[442, 479, 'off']]"
77440,"Scène à la fois glaciale et surréaliste, la passation des pouvoirs entre les deux hommes a été expédiée, mercredi matin à 9 h 30.Pendant de longues minutes, Gérard Collomb a attendu l'arrivée de son successeur provisoire, bras croisés, seul sur le perron de la place Beauvau.Alors que l'ex-maire de Lyon dresse le bilan de ses seize mois passés au ministère, le premier ministre se tord les mains, raide, la mine sombre et sans un seul regard pour son voisin.A peine esquisse-t-il un sourire crispé quand Gérard Collomb lui lance « Je suis comme vous, un Girondin .",{},,[]
77441,"« Si, pour répondre à la tenue jugée inadaptée d'un député, il faut décréter des mesures qui touchent à la possibilité pour des élus d'exprimer des convictions - qu'ils ont par définition -, c'est exagéré, ironise le secrétaire général de la Conférence des évêques de France, Olivier Ribadeau-Dumas.S'il y a bien un lieu où l'on doit pouvoir discuter de tout, c'est l'Assemblée nationale.Les députés représentent le peuple, et le peuple n'est pas laïque.»",{},,[]
77442,"« La réforme des institutions affaiblira la représentation de nos territoires!», a abondé son homologue du Sénat, Bruno Retailleau.Les responsables des groupes parlementaires de droite ont dirigé leurs critiques sur le volet régalien, jugé insuffisant.« Les peurs civilisationnelles, vous ne les faites pas reculer », a accusé M. Retailleau, reprochant au chef de l'Etat de manquer de « clarté » dans le domaine de la lutte contre l'islam radical.",{},,[]
77443,"L'enterrement du rapport Chiche-Lurton n'a pas clos le débat.La mission d'information parlementaire peut encore vivre, M. Lurton pouvant être remplacé par un autre député, et un nouveau rapport publié ultérieurement.« Le gouvernement a quelques mois pour trouver des points de convergence », estime Nathalie Elimas, qui prévient : « Cela risque d'être dur à l'automne lors de l'examen du budget de la Sécu.»",{},,[]
77444,"« Il m'a gueulé dessus comme il sait le faire, tout a claqué : les portes, les chaises », raconte un élu.Et plusieurs députés de relater en riant ce jour où le ministre a menacé de bouder une séance dans l'Hémicycle, mécontent de la tournure du dialogue avec la majorité.Pour autant, le locataire de Beauvau jouit toujours d'une position privilégiée au sein de l'exécutif.Il est le seul membre du gouvernement, avec Edouard Philippe, à s'entretenir chaque semaine en tête à tête avec Emmanuel Macron.",{},,"[[90, 104, 'off']]"
77445,"Il reconnaît que si Jean Leonetti, ­ancien député Les Républicains (LR) hostile à toute légalisation d'euthanasie, était encore au Parlement, « ce serait plus compliqué pour les élus de la droite et du centre », tant sa parole avait de poids sur cette question.Le sujet, qui touche à des convictions très intimes, pourrait rallier des députés de gauche et de droite.Dix socialistes, six Constructifs et quatre LR ont signé la tribune de Jean-Louis Touraine.Les soutiens de membre de l'opposition seront essentiels, car sur ce sujet comme pour tous ceux ayant trait à des questions éthiques, la majorité aura liberté de vote en cas d'examen d'un texte.",{},,[]
77446,"Selon eux, la question de la fin de vie pourrait être dissociée du menu du projet de loi sur la révision des lois de bioéthique, qui devrait comprendre l'ouverture de la procréation médicalement assistée (PMA) aux couples de femmes.Un texte en principe attendu à l'automne.Ils estiment également peu probable que le gouvernement porte lui-même une loi sur l'euthanasie.Le dépôt d'un texte à part, émanant des députés eux-mêmes, et proposé dans le cadre d'une ­niche parlementaire, semble aujourd'hui tenir la corde.",{},,[]
77447,"Une situation rarissime sous la Ve République, qui a obligé le chef du gouvernement à annuler son voyage, prévu jeudi et vendredi, en Afrique du Sud.Il était impensable pour l'exécutif que Gérard Collomb participe au conseil des ministres.Ni qu'il ait l'occasion de se réjouir de l'arrestation du braqueur Redoine Faïd dans la nuit.C'est Edouard Philippe qui a salué « le professionnalisme de la police nationale », sur Twitter, en félicitant les policiers pour « le minutieux travail mené depuis trois mois .",{},,[]
77448,"L'avant-projet de loi prévoit notamment d'encadrer davantage le droit d'amendement des parlementaires, un raccourcissement des navettes au profit de l'Assemblée, ou une maîtrise accrue de l'ordre du jour par l'exécutif.La révélation du volet constitutionnel a déjà suscité un tir de barrage de M. Larcher, qui dénonce « une diminution des pouvoirs du Parlement .Le 17 avril, ce dernier a envoyé un courrier à Emmanuel Macron pour lui demander de réexaminer ce texte avant sa présentation en conseil des ministres.Et le mettre en garde sur un possible « échec » de la réforme constitutionnelle, à cause d'un blocage du Sénat, si l'exécutif ne répondait pas à ses revendications.",{},,[]
77449,"Il nous a rappelé les enjeux du texte et nous a dit : Moi, je suis là pour aider le président de la République et pour mettre en oeuvre son programme.Nous avons trouvé un point d'équilibre, c'est la seule position tenable », rapporte un participant à ces réunions.Ce « point d'équilibre » vise à améliorer les conditions de l'asile pour les réfugiés éligibles à ce droit et, dans le même temps, à procéder à des reconduites aux frontières pour ceux qui résident en France sans titre de séjour régulier.Avec l'objectif de raccourcir les délais d'instruction des demandes d'asile, alors que plus de 100 000 demandes ont été déposées en 2017, un niveau « historique » (Le Monde du 9 janvier).",{},,"[[225, 263, 'off']]"
77451,"Entre une séance de jardinage et son départ en vacances, l'ancien ministre Brice Hortefeux ne se lasse pas de commenter l' « affaire de l'Elysée .« Cela restera un marqueur du quinquennat.Il y a toujours des taches, mais il y a les indélébiles. ­Celle-ci en sera une.",{},,[]
77454,"»   A gauche, le travail de décomposition a été sérieusement engagé.Comme un symbole, les deux finalistes de la primaire du Parti socialiste, Manuel Valls et Benoît Hamon, ont décidé de quitter la formation de François Mitterrand, à l'issue des législatives de 2017 : l'un pour rejoindre les bancs de LRM, l'autre pour fonder un mouvement à la gauche du parti, Génération.s.Ce qui n'empêche pas le nouveau premier secrétaire du PS, Olivier Faure, d'espérer que la baraka change de camp et d'attirer certains marcheurs échaudés par les aspects trop droitiers de la ­politique d'Emmanuel Macron.« Certains primo-députés me ­croisent et m'appellent le patron, ils me disent à bientôt, on arrive!",{},,[]
77455,"Avec l'objectif de repousser Laurent Wauquiez et le parti Les Républicains (LR) vers l'extrême droite.Malgré de nombreux départs à commencer par Edouard Philippe, Bruno Le Maire ou Gérald Darmanin , le parti de la rue de Vaugirard, qui compte 103 députés, se porte pour l'instant mieux que le PS, réduit à un groupe de 30 élus.Le 28 février, Emmanuel ­Macron a donc « travaillé » la poutre en recevant à déjeuner à l'Elysée des LR ou ex-LR « constructifs » pour leur signifier qu'ils étaient les bienvenus dans une grande liste centrale pro-européenne.Le 18 avril, Edouard Philippe a invité les parlementaires normands, dont ceux de LR, à le rejoindre dans le jardin de ­Matignon autour de petits fours et de deux ministres issus des ­Républicains, Bruno Le Maire et Sébastien Lecornu.",{},,[]
77456,"En bon élève, Bruno Le Maire défend à l'automne les grandes mesures du premier budget de Macron : suppression de l'impôt sur la fortune, « flat tax » sur les ­revenus du ­capital, hausse de la CSG.Les deux premières correspondent au ­pro­gramme qu'il portait pour la primaire, la troisième en prend le ­contre-pied il pro­posait une baisse de la CSG.Mais il tente aussi d'imprimer sa marque.Début juillet, cinq jours après le discours de politique générale dans lequel le premier ­ministre, Edouard Philippe, repousse d'un an les principales mesures fiscales du quinquennat (suppression de l'ISF, baisse de la taxe d'habitation), le locataire de Bercy met un pied dans la porte.",{},,[]
77457,"Si la ­contrainte budgétaire l'emporte, on est morts.C'est ce qui a flingué Hollande.»   Avec son ton professoral, Bruno Le Maire pâtit aussi de la comparaison avec le pugnace Gérald Darmanin.Plus pédagogue il fournit des exemples fiscaux concrets à répercuter dans les médias , l'ancien maire de Tourcoing devient vite le chouchou de la majorité.",{},,[]
77458,"« Comme s'il n'y avait pas eu [Patrick] Balkany et [Jérôme] Cahuzac », grommelle une autre députée LRM, renvoyant les partis d'opposition à leurs propres turpitudes.Le feuilleton de l'affaire Benalla apparaît encore plus savoureux pour ceux qui ont été mis hors jeu en 2017, à la faveur de l'alternance.« Je n'ai même pas besoin de regarder la télévision, je suis sur ma chaise longue et tout me parvient par SMS!», s'amuse Jean-Christophe Cambadélis, depuis son lieu de vacances.",{},,"[[71, 102, 'off']]"
77459,"Il fait rire avec ses répliques incisives, et ­cogne sur son ancien parti lors des débats à l'Assemblée.Son entourage préfère insister sur leur complémentarité : à Darmanin le combat rapproché, à Le Maire la prise de hauteur. ­« Venir devant le Parlement, ce n'est pas assez bien pour Bruno Le Maire!Sauf lorsqu'il s'agit de privatisations : là, il refuse d'envoyer sa ­secrétaire d'Etat [Delphine Gény-Stephann] », persifle un poids lourd de l'Hémicycle.",{},,"[[416, 454, 'off']]"
77460,"Il a mis en sourdine ses déclarations sur le rôle central qui incomberait selon lui au ­ministre de l'économie, plutôt qu'au ­premier ministre.Exit, ses velléités de présider l'Eurogroupe, l'organe de coordination de la zone euro.Ce germaniste, qui se prévalait à l'envi de sa proximité avec Wolfgang Schäuble, l'ancien ministre allemand des finances, et n'hésite pas aujourd'hui à négocier jusqu'au bout de la nuit avec Olaf Scholz, son successeur, s'est résolu à se faire plus présent en France.Le temps pressait, car début 2018, Gérald ­Darmanin s'est retrouvé empêtré dans des affaires judiciaires.",{},,[]
77461,"Le Maire a fait un one shot.Quand il aura fait son temps de quinquennat, ça sera peut-être délicat pour lui d'exister.»   A 49 ans, l'ancien LR sait à quel point l'élection d'un président quadragénaire l'a fait basculer dans l'ancien monde.« Bruno a une image de lui-même qui n'est pas anodine, euphémise un député de droite qui le fréquente toujours.",{},,"[[295, 350, 'off']]"
77462,"Après un été pourri par l'affaire Benalla, la première crise d'ampleur du quinquennat, l'exécutif avait pourtant décidé de prendre le taureau par les cornes.Fini les atermoiements, place à l'action, avaient en substance indiqué l'Elysée et Matignon lors du ­conseil des ministres de rentrée, le 22 août.« J'espère que vous avez rechargé les batteries, les nôtres sont pleines », s'était même vanté Benjamin Griveaux, le porte-parole du gouvernement.Mais le départ du ministre de la tran­sition écologique a remis d'un coup la tête sous l'eau aux macronistes, qui s'interrogent désormais tout haut sur cet exécutif qu'ils pensaient intouchable il y a encore quelques mois.",{},,[]
77463,"Le séminaire de rentrée du ­gouvernement, prévu vendredi après-midi, a dû être repoussé.Autre signe de fébrilité, Emmanuel Macron a indiqué, jeudi 30 août, hésiter à mettre en place le prélèvement à la source le 1er janvier 2019.« Je veux voir en ­détail ce que ça veut dire pour ­chaque salarié, comment les problèmes vont être réglés », a-t-il déclaré, assurant ne pas avoir d' « idée préconçue .Pourtant préparée depuis des mois, cette réforme fiscale provoque un vif débat au sein du gouvernement et les doutes présidentiels nourrissent de fortes inquiétudes dans l'administration de Bercy, alors que Gérald Darmanin, le ministre de l'action et des comptes publics, répète que tout est prêt.",{},,[]
77464,"L'essentiel du travail a été fait en commission des affaires sociales à l'instigation du rapporteur, Louis Souvet (RPR).Indiquant en séance publique, avec un sens certain de l'euphémisme, qu' il n'avait pas semblé nécessaire à la commission d'aller au-delà de ce qu'avait fait l'Assemblée nationale , M. Souvet a expliqué qu' il n'est pas tellement sûr qu'une législation détaillée soit particulièrement efficace .Il faut commencer par appliquer les textes existants , a-t-il martelé, alors que Mm Dieulangard reconnaîssait elle-même que les différentes lois adoptées sous les gouvernements socialistes  se révèlent aujourd'hui très largement insuffisantes .Faisant valoir qu' un moyen efficace de lutter contre le travail clandestin consiste à le prévenir, notamment, en simplifiant les formalités administratives, en allégeant les charges des employeurs et en abaisssant le poids de la fiscalité , M. Souvet, qui se dit  plutôt favorable à un changement de mentalités , a proposé à ses collègues de la commission, qui l'ont majoritairement approuvé, de revenir sur plusieurs dispositions introduites par les députés.",{},,[]
77465,"Je suis formel, a-t-il dit.Les fonds d'épargne-retraite ne vont pas cannibaliser nos retraites par répartition (...)Il n'y a nullement concurrence entre les deux.M. Arthuis a rappelé que les sénateurs avaient, le 13 décembre, par souci d' apaisement  accepté, à la demande des syndicats, l'amendement Fourcade, supprimant l'enveloppe spécifique de déductibilité prévue par les députés pour les abondements patronaux aux plans d'épargne de leurs salariés.",{},,[]
77466,"Souhaitant une simplification du système de prestations familiales, ce rapport, à l'élaboration duquel ont participé cent vingt-cinq députés de la majorité, propose notamment la création d'une  allocation parentale de libre choix , fixée à 2 440 francs par mois, fiscalisée, et attribuée à toutes les familles autant de fois qu'elles ont d'enfants de moins de trois ans.Le document propose également la création d'une  allocation d'éducation  de 1 000 francs par mois et par enfant, non fiscalisée, attribuée à partir du quatrième mois de grossesse, jusqu'à la naissance, ainsi qu'à toutes les familles ayant au moins deux enfants, à partir du troisième anniversaire de chaque enfant et jusqu'à l'âge de vingt-deux ans.Le rapport, qui préconise l'instauration d'un congé paternité d'un mois, propose également la création d'une  allocation-logement unique  la seule à être envisagée sous conditions de ressources, ainsi que la prolongation du versement des allocations familiales jusqu'à vingt-deux ans, soit deux ans au-delà de l'âge limite en vigueur.Parmi quarante propositions figurent également l'instauration d'une  aide d'urgence pour les jeunes en situation d'exclusion , la mise en place d'une  allocation d'études supérieures unique , ou bien encore l'exonération des charges sociales versées, pour l'emploi de salariés à domicile, par les familles nombreuses non imposables.",{},,[]
77467,"For­cément, il y a des sorties de route.En janvier, dans les bagages d'Emmanuel Macron en Chine, il met en garde contre les « investis­sements de pillage » de l'économie tricolore.L'Elysée voit rouge.En mars, Bruno Le Maire ne sera pas de la visite d'Etat en Inde, pourtant marquée par une moisson de contrats pour la France.",{},,[]
77468,"» « Le but n'est pas de faire le concours des belles âmes, abonde la porte-parole des députés LRM, Aurore Bergé.La question est de savoir comment trouver une solution diplomatique pour résoudre la question des flux migratoires sur le long terme.»   Après un silence assourdissant de presque deux jours, l'exécutif a tenté, lui aussi, de reprendre la main, conscient de l'incendie qui commençait à s'étendre dans sa majorité.A l'issue du conseil des ministres, décalé à mardi 12 juin pour cause de déplacement de M. Macron à Montpellier puis en Vendée mercredi, Benjamin Griveaux a tenté de convaincre que « la France n'est pas restée inactive ces vingt-quatre dernières heures », précisant que le chef de l'Etat s'était entretenu avec la Commission européenne dès lundi après-midi et qu'il comptait appeler, mardi, les chefs de gouvernement italien, espagnol et maltais.",{},,[]
77469,"»   Fin décembre, une députée du groupe ­s'inquiétait des effets possibles de cette omerta.« On a un projet commun et des valeurs, mais il y a des sujets sur lesquels on n'est pas totalement mûrs.C'est particulièrement le cas sur la laïcité, un sujet dont on ne parle pas », regrettait-elle, avant de se projeter : « Il nous faut pourtant définir une position de groupe sur ce sujet car, tant qu'il n'y a pas d'attentat, ça va.Mais le jour où il y en aura un et qu'on devra aller sur les plateaux pour ­s'exprimer, cela sonnera faux.",{},,"[[18, 53, 'off']]"
77470,"Celui-ci n'a fait l'objet d'aucun débat interne ou réunion depuis le début de la législature.Aucune position de groupe n'a été définie par les troupes présidées par Richard Ferrand.Résultat : chacun mène sa propre réflexion, sans oser l'exprimer ouvertement.« Dès que cela porte sur des sujets purement idéologiques, on n'est pas à l'aise...",{},,[]
77471,"La recomposition politique qui a débuté avec la présidentielle n'est pas achevée », veut croire un élu LRM.Une ambition qui n'a pas échappé à la droite.Le député LR de l'Yonne, Guillaume Larrivé, dénonce « un faux clivage et un vrai piège tactique .Le président de LR, Laurent Wauquiez, fustige de son côté le « machiavélisme » du chef de l'Etat, qui voudrait réduire le débat européen à « un tête-à-tête funeste entre lui et Marine Le Pen .",{},,"[[84, 106, 'off']]"
77472,"Le sujet suscite un intense débat au sein de LRM.Certains craignent que des maires de droite restent dans l'ambiguïté en gardant leur étiquette LR, tout en revendiquant le soutien de la majorité présidentielle.Or, si un candidat joue sur les deux tableaux, quel parti pourra revendiquer la victoire?Pour ne pas aboutir à une situation baroque, certains macronistes soulignent la nécessité d'édicter des règles de ralliement très précises.",{},,"[[344, 375, 'off']]"
77473,"Stéphane Travert subit de nombreuses attaques sur ce texte, notamment de la part des écologistes qui décrivent un ministre sous influence.« C'est vraiment le prince des lobbies », a répété le député européen écologiste Yannick Jadot, lundi, sur la chaîne LCP.« Ce sont des accusations détestables qui me mettent en colère, se défend auprès du Monde M. Travert.Certains sont des petits marquis de l'écologie.",{},,[]
77474,"Le député macroniste François-Michel Lambert (Bouches-du-Rhône) avait même demandé publiquement à Christophe Castaner, le délégué général de LRM à l'origine du recrutement de M. Nezzar, de « revenir sur cette nomination qui nuit à tout le monde et ne fera que renforcer le FN .Interrogé mardi matin sur la démission de son ancien protégé, M. Castaner a reconnu sur France 2 que M. Nezzar « serait empêché de faire son travail dans de bonnes conditions » et n'avait d'autre choix que de démissionner.« C'est un gâchis », a néanmoins ajouté le patron du parti macroniste, louant « un homme de grande qualité [qui] a grandi .Au sein de LRM, où « l'incompréhension » dominait depuis quatre jours, le soulagement était palpable mardi matin.",{},,[]
77475,"Certains ont vu une forme de ­désaveu dans le fait que Yaël Braun-Pivet, la présidente de la commission des lois, ne soit pas l'unique rapporteuse du projet de loi constitutionnelle dont l'examen commence mardi 26 juin à l'Assemblée nationale.La partie la plus délicate du texte, la réforme de la procédure parlementaire, a été confiée au président du groupe ­MoDem, Marc Fesneau.Il fallait, justifie-t-on, laisser une place au partenaire centriste dans ce texte-clé du quinquennat.Au bout d'un an, l'élue des Yvelines demeure surtout une présidente atypique.",{},,"[[392, 405, 'off']]"
77476,"L'affaire Benalla a compliqué encore un peu plus le cheminement de ce texte.En suspendant son examen, dimanche 22 juillet, le gouvernement a certes contourné la paralysie des débats orchestrée par l'opposition, mais il n'a fait que repousser le problème.Il faut maintenant trouver une nouvelle fenêtre dans l'ordre du jour de l'Assemblée.Or, l'agenda des députés est déjà très chargé à la rentrée avec le retour de la loi agriculture et alimentation, la loi Elan, le projet de loi fraude, la loi Pacte...",{},,[]
77477,"A 47 ans, elle coche toutes les cases voulues par Emmanuel Macron pour sa nouvelle majorité : une femme, qui n'a jamais été élue, issue de la société civile.Ce vendredi de juin, à l'heure du bilan de sa première année de mandat, cette grande blonde reçoit des associations caritatives, dont Les Restos du coeur de Sartrouville.Mme Braun-Pivet s'y était investie à plein temps à son retour en France, après plusieurs années d'expatriation avec son mari, au cours desquelles elle a élevé cinq enfants aujourd'hui âgés de 10 à 19 ans.Le 18 juin 2017, c'est donc une parfaite inconnue qui a délogé de sa circonscription des Yvelines Jacques Myard, l'un des piliers de la droite à l'Assemblée nationale.",{},,[]
77478,"« L'été dernier, je me suis demandé ce que je pourrais apporter de personnel à cette fonction », explique-t-elle.Lancée en fanfare le 6 novembre 2017 par des visites simultanées d'une trentaine d'établissements pénitentiaires par des députés de tous les groupes parlementaires, cette mobilisation a provoqué un vent de panique au ministère de la justice.Mais, en associant l'opposition à cette démarche, la présidente de la commission des lois a, jusqu'ici, réussi à dépassionner le débat.Le 21 mars, lors de la restitution des quatre groupes de travail qu'elle avait lancés, Pierre Morel-A-L'Huissier (Les Constructifs) l'a ainsi félicitée « d'avoir fait fi de ce que peut penser l'administration centrale .",{},,[]
77479,"Et comme c'est un sujet de clivage potentiel, qui n'est pas dans le projet de Macron, la plupart des collègues n'osent pas ouvrir le débat de peur de faire une bourde ou de créer une polémique interne », observe un pilier du groupe LRM.Plusieurs députés reconnaissent « attendre » que M. Macron fixe une ligne claire sur ces sujets, avant de s'y rallier.« Discours nuancé » Cette gêne était perceptible en novembre 2017, au moment de la polémique entre Charlie Hebdo et Mediapart.A l'époque, seul Aurélien Taché, député (LRM) du Val-d'Oise, avait pris position dans le groupe, en appelant la majorité à « reprendre la bataille culturelle » dans un entretien au Monde.",{},,"[[204, 235, 'off']]"
77480,"Une expertise qui sera bien utile aux députés lorsqu'ils examineront l'hiver prochain la réforme de la justice.Reste à savoir si sa proposition de créer dix-huit prisons à sécurité allégée pour des détenus en fin de peine ou en courte peine sera retenue.« Je suis obstinée », prévient-elle.Après un an de mandat, « j'ai réussi à être la députée que je souhaitais être », se réjouit Mme Braun-Pivet.",{},,[]
77481,"Comme aux heures du programme commun ou de la gauche plurielle, socialistes, communistes et « insoumis » ont apposé leur paraphe en bas d'un même texte.Contraints, certes, par le seuil requis de 58 députés pour pouvoir déposer une ­motion de censure; mais unis par une même volonté politique de dénoncer la « dérive » du pouvoir, comme l'a souligné le premier secrétaire du Parti socialiste, Olivier Faure.Ce « long catalogue de privilèges d'un autre âge » (Christian Jacob), « cette ultraconcentration des pouvoirs aux mains d'un monarque élu » (André Chassaigne), tous, sur les bancs de l'opposition, les conspuent.L'occasion de tenter de torpiller, dans le même mouvement, la révision constitutionnelle à venir, assimilée par les mêmes à une « réduction des pouvoirs du Parlement .",{},,[]
77482,"« C'était service minimum : un discours de secrétaire d'Etat chargé des relations de ­l'Elysée avec les députés », raille ainsi le député LR de l'Yonne, Guillaume Larrivé.La gauche, elle, critique par la voix du député des Landes Boris Vallaud « un mauvais discours de politique générale .Venu en soutien, Marc Fesneau, président du groupe MoDem, condamne pour sa part les « improbables » et « si incompréhensibles » alliances du jour entre gauche et droite.« Vous n'avez toujours pas accepté le sort des urnes de 2017, lance-t-il.",{},,[]
77483,"», lui a-t-on demandé il y a quelques mois à l'Elysée.Les conseillers du chef de l'Etat s'intéressent de près à son territoire, qui ressemble à la circonscription du futur.Après réduction de 30 % du nombre de parlementaires, députés et sénateurs seront élus sur des territoires plus grands.Une perspective qui fait craindre à l'opposition que cela n'éloigne d'autant les élus des citoyens.",{},,[]
77484,"La décision du gouvernement a aussi donné lieu à quelques réactions plus inattendues.Philippe de Villiers, ex-président du conseil général de Vendée, s'est ainsi réjoui sur Twitter d'un choix qui favorisera, selon lui, son département - par son emplacement, le projet d'aéroport privilégiait davantage la Bretagne.« On a gagné!Le bon sens l'a emporté.",{},,[]
77485,"« Je ne vois pas dans les députés européens une tête de liste qui s'impose », dit Bruno Retailleau, patron du groupe LR au Sénat, selon qui le candidat idéal doit être « quelqu'un de neuf .« Et capable de redonner le goût de l'Europe aux Français.» Sacrée gageure.Même vide à l'extrême droite.",{},,[]
77486,"Officiellement, tout va bien.« Il n'y a pas de contradiction.Simplement, les deux ministres n'emploient pas toujours les mêmes mots dans le même ordre », glissait-on, mercredi 23 mai, dans les couloirs de Bercy.Pourtant, les propos tenus le matin même par le ministre de l'action et des comptes publics, Gérald Darmanin, sur RMC et BFM-TV, ont bel et bien provoqué un couac gouvernemental avec son homologue de l'économie et de finances, Bruno Le Maire.",{},,"[[153, 210, 'off']]"
77487,"D'autres pistes circulaient ces dernières semaines : instauration d'un prélèvement sur le halal pour financer la formation des imams ou possibilité d'un nouveau concordat.Mais plusieurs proches du dossier s'inquiètent du « retard » pris dans la conception du plan et pointent une « indétermination » politique des différents acteurs de l'exécutif.« Ce sont des matières complexes qu'il faut manipuler avec précaution », plaide-t-on à l'Elysée, reconnaissant que « la réflexion n'est pas aboutie du tout .Signe de ce flottement, la majorité des ­députés macronistes se montrent embarrassés sur le sujet.",{},,"[[175, 217, 'off'], [420, 442, 'off']]"
77488,"Davantage une tribune pour Marine Le Pen, sortie quelques minutes de l'hémicycle pour dénoncer, face aux caméras, un projet de loi « nul » et glisser un soufflet à son adversaire de droite.« Je me réjouis de convaincre » Laurent Wauquiez qui s'est « mis sous mon aile », s'est-elle amusée avant de critiquer une droite qui, selon elle, « a fait plus d'immigration lorsqu'elle était au pouvoir .Et de souligner que les députés LR ne votent d'ailleurs pas les amendements déposés par le FN, la droite continuant à maintenir une barrière entre eux.Après la convergence des idées, le rapprochement des formations?",{},,[]
77489,"Les sénateurs ont également refusé la limitation du recours à l'article 49-3 de la Constitution qui permet au gouvernement d'engager sa responsabilité sur un texte de loi.Ils ont supprimé l'article inscrivant dans la Constitution la reconnaissance des langues régionales.Ils ont refusé de suivre les députés - et le chef de l'Etat - sur la modification du droit de grâce, en rétablissant la possibilité de grâces collectives.La majorité sénatoriale a veillé à préserver ou étendre ses prérogatives.",{},,[]
77490,"Du gaulliste « historique » Pierre Lefranc au député Vert Noël Mamère, en passant par Jean-Pierre Chevènement (MRC), Corinne Lepage (MoDem), Nicolas Dupont-Aignan (Debout la République), Arnaud Montebourg et Bertrand Delanoë (PS), ou encore Jean-Pierre Brard (app.PCF) et Maurice Leroy (Nouveau Centre), la palette est aussi diverses que les motivations.Cependant, c'est l'apposition commune des signatures de Dominique de Villepin (UMP), Ségolène Royal (PS) et François Bayrou (MoDem) qui en a démultiplié l'effet.L'ex-premier ministre de Jacques Chirac et les deux anciens rivaux de M. Sarkozy à l'élection présidentielle joignant leurs voix pour appeler à la « vigilance », voilà qui ne peut qu'alimenter les soupçons.",{},,[]
77491,"« Le mouvement de La République en marche s'inscrit dans la tradition des partis politiques à la française de la Ve République, analyse Jean-Louis Thiébault.Comme le parti gaulliste de l'UNR, au moment de sa création en 1958, sa vocation première est de soutenir son fondateur devenu président de la République.Dès lors, il peine à avoir une existence propre.» En attendant de se réanimer pour les prochaines échéances électorales.",{},,[]
77492,"Difficile d'être audible dans l'ombre d'un président omniprésent, d'un ­gouvernement multipliant les réformes et d'un groupe de députés pléthorique.« Le mouvement n'a pas encore trouvé sa place dans l'architecture majoritaire », admet l'un de ses dirigeants.Après un an d'existence sous la présidence Macron, LRM ressemble à un ­colosse aux pieds d'argile.Avec des atouts majeurs mais aussi de vraies faiblesses.",{},,"[[229, 257, 'off']]"
77493,"Une bonne part ­semble avoir choisi l'abstention : M. Ciotti a été élu par 186 voix pour 303 députés ayant pris part au vote; 83 ont voté blanc ou nul, 35 pour Ugo Bernalicis (La France insoumise).La fin de six mois de rififi politico-institutionnel.« Position d'arbitre » Issus du même parti avant de prendre des voies divergentes, MM. Solère et Ciotti ne sont amis ni dans la vie ni en politique.Le premier est un intime du premier ministre, Edouard Philippe, et se voulait dès le début de la législature « constructif » avec le nouvel exécutif.Le second, à l'aile droite de LR, s'inscrit dans une opposition ferme à Emmanuel Macron et n'a pas voté la confiance au gouvernement.",{},,[]
